Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities_Account,CD_Account,Online,CreditCard,Card_Income_ratio,Personal_Loan
31,5,39,4,1.8,3,185,0,0,0,1,0.5538461538461539,0
64,40,91,2,0.0,3,0,0,0,1,1,0.0,0
39,13,40,3,0.9,3,129,0,0,1,0,0.27,0
50,25,130,1,1.1,2,0,0,0,1,0,0.10153846153846155,1
48,24,59,1,0.0,1,144,0,0,1,0,0.0,0
31,1,70,2,1.75,3,0,0,1,1,1,0.3,0
30,4,54,4,1.8,3,235,0,0,1,0,0.4,0
38,14,64,1,1.5,3,0,0,0,0,1,0.28125,0
43,18,128,4,5.3,1,84,0,0,0,0,0.49687499999999996,1
56,31,49,2,1.6,3,103,0,0,1,0,0.3918367346938776,0
45,18,53,3,2.5,2,112,0,0,0,0,0.5660377358490566,0
44,20,130,4,3.2,2,0,0,0,0,0,0.2953846153846154,1
39,13,69,3,0.1,1,247,0,0,0,0,0.01739130434782609,0
57,31,32,3,1.4,1,0,1,1,1,1,0.5249999999999999,0
39,15,54,4,2.2,2,0,0,0,0,1,0.48888888888888893,0
27,3,135,3,2.7,3,449,0,0,0,1,0.24000000000000005,1
42,18,130,2,7.5,1,0,0,0,0,1,0.6923076923076923,0
41,16,23,2,0.3,2,118,0,0,0,0,0.15652173913043477,0
56,26,38,3,1.0,3,110,1,0,1,0,0.3157894736842105,0
39,14,74,1,0.1,2,144,1,0,1,0,0.016216216216216217,0
44,20,65,2,2.5,1,0,0,0,1,0,0.46153846153846156,0
29,5,81,2,2.5,1,0,0,0,0,1,0.37037037037037035,0
59,33,41,4,2.5,1,174,0,0,0,0,0.7317073170731707,0
42,16,55,1,0.7,3,135,0,0,1,0,0.1527272727272727,0
41,17,33,1,0.7,1,104,0,0,0,0,0.2545454545454545,0
34,10,45,1,1.7,1,84,0,0,0,0,0.4533333333333333,0
55,30,22,1,1.5,2,91,0,0,0,1,0.8181818181818182,0
47,23,160,2,6.67,1,0,0,0,0,0,0.50025,0
32,6,120,4,5.4,1,301,0,1,1,1,0.5400000000000001,1
42,16,74,1,2.8,1,0,0,0,1,0,0.45405405405405397,0
61,35,59,4,1.7,2,0,0,0,1,1,0.34576271186440677,0
28,2,42,1,1.5,1,0,0,0,1,1,0.42857142857142855,0
51,27,58,1,0.0,1,0,0,0,0,1,0.0,0
51,26,72,1,2.9,1,0,0,0,0,0,0.4833333333333333,0
51,27,12,2,0.2,1,0,0,0,0,0,0.20000000000000004,0
59,33,59,3,1.4,3,0,0,0,0,0,0.28474576271186436,0
38,13,41,3,0.5,3,0,0,0,0,1,0.14634146341463414,0
53,27,75,1,1.9,2,0,0,0,1,0,0.30399999999999994,0
43,19,129,1,5.0,1,0,1,0,1,0,0.46511627906976744,0
57,32,40,3,1.7,1,0,0,0,1,1,0.51,0
31,5,29,1,0.3,1,0,0,0,0,0,0.12413793103448274,0
54,28,79,4,2.6,3,0,0,0,0,0,0.39493670886075954,0
46,20,12,4,0.6,3,0,0,0,0,1,0.6,0
26,0,14,4,0.4,1,94,0,0,1,0,0.3428571428571429,0
59,35,21,2,1.0,1,120,0,0,1,0,0.5714285714285714,0
58,32,41,3,1.4,1,0,0,0,1,0,0.40975609756097553,0
54,30,23,2,0.4,1,0,0,0,0,0,0.2086956521739131,0
25,2,35,4,1.0,3,0,0,0,1,0,0.34285714285714286,0
41,11,35,1,0.75,3,114,0,0,1,0,0.2571428571428571,0
48,23,62,4,3.6,3,83,0,0,0,1,0.6967741935483871,0
53,29,50,4,0.1,3,152,0,0,1,0,0.024000000000000004,0
58,34,128,1,7.4,1,0,0,0,0,0,0.6937500000000001,0
60,33,154,1,3.0,2,0,1,1,1,0,0.23376623376623376,1
43,18,103,3,1.0,1,180,0,0,1,1,0.11650485436893204,0
34,8,171,2,2.2,2,569,0,0,1,0,0.1543859649122807,1
56,31,52,3,2.0,2,0,1,1,1,1,0.46153846153846156,0
48,22,139,1,0.0,1,0,0,1,1,1,0.0,0
58,32,65,3,2.5,1,222,0,0,1,0,0.46153846153846156,0
56,32,161,1,5.8,3,0,1,0,0,0,0.43229813664596267,1
64,40,40,2,1.1,1,0,0,0,1,0,0.33,0
46,20,29,3,0.5,2,0,0,0,0,0,0.20689655172413793,0
42,17,98,2,0.4,1,275,0,0,1,0,0.0489795918367347,0
60,34,33,2,0.3,1,101,0,0,1,0,0.10909090909090909,0
32,7,42,4,0.8,1,0,0,0,1,1,0.2285714285714286,0
53,29,53,4,0.1,3,0,0,0,0,0,0.022641509433962266,0
58,34,55,1,0.8,1,168,0,0,1,1,0.17454545454545456,0
44,20,145,1,3.5,1,0,0,0,0,1,0.2896551724137931,0
26,2,92,2,0.2,1,0,0,0,1,0,0.026086956521739136,0
54,30,45,4,1.1,2,205,0,0,1,0,0.29333333333333333,0
39,15,79,2,1.8,2,219,0,0,0,0,0.27341772151898736,0
57,32,64,3,1.6,3,0,0,0,1,0,0.30000000000000004,0
51,26,52,4,1.8,3,0,0,0,1,0,0.4153846153846154,0
35,9,79,4,2.2,2,0,0,0,0,0,0.3341772151898734,0
58,34,41,3,1.5,1,0,0,0,1,1,0.43902439024390244,0
40,14,123,1,5.2,1,0,0,0,1,0,0.5073170731707317,0
50,24,35,1,0.3,3,0,0,0,1,0,0.10285714285714284,0
49,23,134,2,6.3,1,0,0,0,1,0,0.5641791044776119,0
45,20,114,2,4.4,2,0,0,0,0,0,0.46315789473684216,1
33,7,58,4,2.2,2,0,0,0,1,1,0.45517241379310347,0
60,35,108,1,0.9,1,0,1,0,0,0,0.1,0
65,40,83,4,0.1,2,247,0,0,1,0,0.014457831325301207,0
43,18,78,4,1.9,3,0,0,0,0,0,0.29230769230769227,0
43,18,35,1,0.6,3,0,0,0,0,0,0.20571428571428568,0
63,38,83,3,1.8,2,0,0,0,1,0,0.2602409638554217,0
52,26,38,3,0.9,3,0,0,0,1,0,0.28421052631578947,0
35,10,139,2,7.8,1,0,0,0,0,0,0.6733812949640288,0
25,1,53,3,2.4,2,0,0,0,0,0,0.5433962264150943,0
60,34,108,2,2.0,1,359,0,0,1,0,0.2222222222222222,0
63,37,30,2,1.0,3,159,0,0,1,0,0.4,0
39,13,80,2,1.8,1,0,0,0,1,0,0.27,0
58,32,163,2,0.5,1,400,0,0,0,0,0.03680981595092025,0
42,18,54,1,1.8,1,0,0,0,1,0,0.4,0
54,30,145,2,6.8,1,0,1,0,0,0,0.5627586206896551,0
48,24,74,3,0.7,1,0,1,0,1,0,0.11351351351351349,0
38,13,84,3,1.2,3,121,0,0,1,1,0.1714285714285714,0
36,6,25,1,0.67,3,0,0,0,1,0,0.32160000000000005,0
52,26,155,3,7.2,2,0,0,0,1,0,0.5574193548387097,1
58,34,35,1,1.2,3,0,0,0,1,0,0.41142857142857137,0
31,7,192,1,0.0,2,0,0,0,1,0,0.0,1
61,35,50,3,1.4,3,112,0,0,1,0,0.33599999999999997,0
39,13,50,2,2.4,2,0,0,0,0,0,0.576,0
52,28,81,3,1.8,2,275,0,0,0,0,0.26666666666666666,0
40,14,81,3,0.1,1,0,0,0,1,0,0.014814814814814817,0
56,31,28,1,1.5,2,0,1,1,1,1,0.6428571428571429,0
60,33,42,4,2.5,2,194,0,0,1,0,0.7142857142857143,0
65,40,63,3,0.5,2,0,0,0,1,0,0.09523809523809523,0
26,2,60,2,3.0,1,132,0,0,0,0,0.6,1
40,16,114,1,3.4,1,300,0,0,1,0,0.35789473684210527,0
40,10,44,3,2.0,3,0,0,0,1,0,0.5454545454545454,0
37,11,139,2,0.8,2,421,0,0,1,0,0.06906474820143886,1
27,3,98,2,2.5,1,361,1,1,1,1,0.30612244897959184,0
51,25,65,3,0.7,2,0,0,0,0,0,0.1292307692307692,0
45,19,69,1,2.8,1,220,0,0,1,1,0.48695652173913034,0
56,32,65,2,3.2,3,0,0,0,1,0,0.5907692307692308,0
33,9,183,2,8.8,3,582,0,0,1,0,0.5770491803278689,1
62,37,129,1,1.3,1,0,0,0,1,0,0.12093023255813955,0
46,20,15,4,0.6,3,0,1,0,1,0,0.4799999999999999,0
39,13,72,2,2.8,1,0,0,0,1,0,0.46666666666666656,0
31,7,10,4,0.7,2,0,0,0,1,0,0.8399999999999999,0
61,35,60,3,1.4,3,0,0,0,0,0,0.27999999999999997,0
46,20,111,2,6.3,1,0,0,0,0,1,0.681081081081081,0
63,38,54,3,2.4,1,90,0,0,0,1,0.5333333333333333,0
55,31,81,3,2.67,1,0,0,0,1,0,0.39555555555555555,0
48,23,45,1,1.3,2,0,0,0,1,0,0.3466666666666667,0
26,2,95,3,0.8,1,0,0,0,1,0,0.10105263157894738,0
29,5,121,1,1.5,1,0,0,0,1,0,0.1487603305785124,0
31,5,42,2,2.0,3,0,0,0,1,0,0.5714285714285714,0
54,29,119,3,2.0,1,0,1,1,0,0,0.20168067226890757,1
59,33,68,2,2.3,3,128,1,0,1,0,0.4058823529411764,0
45,20,201,2,2.8,1,0,0,0,1,1,0.1671641791044776,0
35,9,179,2,0.0,1,76,1,0,1,0,0.0,0
39,15,62,4,2.4,1,86,0,0,0,0,0.46451612903225803,0
49,25,65,2,1.0,3,0,0,0,1,1,0.18461538461538463,0
67,41,114,4,2.4,3,0,0,0,1,0,0.2526315789473684,0
42,18,22,1,1.0,1,0,0,0,0,0,0.5454545454545454,0
54,30,61,1,1.8,3,0,0,0,1,0,0.35409836065573774,0
28,4,103,2,2.5,1,0,0,0,1,1,0.2912621359223301,0
45,21,151,2,3.3,1,328,0,0,0,0,0.26225165562913905,0
44,20,160,2,7.6,1,0,1,0,0,0,0.57,0
53,27,110,1,4.9,1,0,0,0,1,0,0.5345454545454545,0
64,39,172,4,3.1,1,282,0,1,1,1,0.21627906976744188,1
56,29,41,4,2.5,2,0,0,0,0,0,0.7317073170731707,0
29,1,62,2,1.75,3,0,0,0,0,1,0.3387096774193548,0
36,6,21,1,0.67,3,0,1,0,1,0,0.3828571428571429,0
64,39,145,1,0.9,1,0,0,0,0,0,0.07448275862068966,0
49,25,39,3,1.9,2,0,0,0,0,0,0.5846153846153845,0
37,11,21,3,0.2,2,0,0,0,1,0,0.1142857142857143,0
50,25,44,2,0.7,2,192,0,0,1,0,0.1909090909090909,0
49,24,70,1,2.9,1,0,0,0,0,1,0.4971428571428571,0
60,34,64,3,2.5,1,0,0,0,1,0,0.46875,0
29,5,84,3,0.8,1,0,0,0,0,0,0.1142857142857143,0
30,5,85,2,2.5,1,293,1,1,1,1,0.35294117647058826,0
26,1,55,3,2.6,3,113,0,0,0,1,0.5672727272727274,0
31,7,140,1,4.0,1,0,0,0,0,1,0.34285714285714286,0
32,7,84,3,0.6,2,0,0,0,1,1,0.0857142857142857,0
53,27,35,3,0.9,3,136,0,0,1,0,0.3085714285714286,0
45,21,115,2,3.3,1,85,0,0,1,0,0.34434782608695647,0
49,25,25,4,1.0,1,0,0,0,1,1,0.48,0
39,13,89,4,1.4,2,0,0,0,0,0,0.18876404494382018,0
49,25,30,4,0.2,1,0,0,1,1,1,0.08000000000000002,0
51,25,41,4,1.8,1,0,0,0,0,0,0.526829268292683,0
34,10,131,2,4.33,1,156,0,0,1,1,0.3966412213740458,0
46,22,89,4,1.4,2,0,0,0,1,0,0.18876404494382018,0
64,38,143,2,6.4,3,0,1,1,1,0,0.5370629370629372,1
40,16,12,1,1.0,1,91,1,0,0,0,1.0,0
51,25,185,1,1.7,1,0,0,0,0,0,0.11027027027027027,0
46,20,73,1,1.5,2,128,0,0,1,0,0.2465753424657534,0
47,20,62,1,2.67,2,0,0,0,1,0,0.516774193548387,0
55,30,145,2,6.0,3,0,0,0,1,0,0.496551724137931,1
56,32,129,1,7.4,1,0,0,0,0,0,0.6883720930232559,0
46,22,154,1,5.0,1,0,0,0,1,0,0.38961038961038963,0
53,28,31,4,0.1,3,0,0,0,1,0,0.03870967741935485,0
34,9,65,3,0.7,2,104,0,0,1,0,0.1292307692307692,0
60,36,63,4,2.2,1,0,0,0,1,0,0.41904761904761906,0
59,35,53,4,2.3,3,174,0,0,1,0,0.5207547169811321,0
30,6,181,1,4.3,1,230,0,0,1,0,0.28508287292817674,0
57,32,15,2,0.2,3,0,0,0,0,1,0.16000000000000003,0
65,41,78,3,2.0,3,0,0,1,1,1,0.3076923076923077,0
61,36,60,3,0.5,2,182,0,0,0,0,0.1,0
51,25,32,2,0.4,3,0,0,0,1,0,0.15000000000000002,0
49,22,23,2,1.0,2,0,0,0,1,1,0.5217391304347826,0
50,24,79,1,0.3,1,120,0,0,1,0,0.04556962025316455,0
45,19,71,4,2.9,1,218,0,1,1,1,0.4901408450704225,0
42,16,62,3,0.9,3,0,0,0,1,0,0.17419354838709677,0
58,34,12,1,0.1,2,0,0,0,0,1,0.10000000000000002,0
31,7,38,1,1.8,2,182,0,1,1,1,0.5684210526315789,0
42,18,83,4,2.0,3,0,0,0,1,0,0.2891566265060241,0
29,4,115,1,1.9,1,0,0,0,0,0,0.19826086956521738,0
55,29,131,2,2.7,1,0,1,0,0,0,0.2473282442748092,0
54,28,94,2,1.1,1,188,0,0,0,0,0.14042553191489363,0
57,33,149,1,4.7,1,0,1,0,0,0,0.3785234899328859,0
33,8,53,3,2.3,1,76,0,0,1,0,0.5207547169811321,0
49,25,55,4,0.1,3,0,0,0,1,0,0.02181818181818182,0
40,16,44,1,1.8,1,0,1,0,1,0,0.49090909090909096,0
54,30,75,2,3.2,3,0,0,0,0,1,0.5120000000000001,0
36,11,195,2,3.0,1,0,0,0,1,1,0.18461538461538463,0
43,19,81,4,0.2,3,0,0,0,0,1,0.029629629629629634,0
50,25,79,1,2.9,1,307,0,0,0,1,0.440506329113924,0
30,4,39,1,1.5,1,0,0,0,0,1,0.46153846153846156,0
31,7,81,2,2.0,2,0,0,1,1,1,0.2962962962962963,0
59,33,102,2,1.4,1,0,0,0,1,0,0.16470588235294115,0
35,9,58,1,2.5,1,0,0,0,1,1,0.5172413793103449,0
35,11,21,2,1.0,2,0,0,0,0,0,0.5714285714285714,0
25,0,44,4,0.6,2,0,0,0,1,1,0.1636363636363636,0
34,9,72,3,2.3,1,124,0,0,0,0,0.3833333333333333,0
61,36,21,4,0.4,2,123,0,0,0,0,0.2285714285714286,0
44,20,113,2,3.3,1,0,0,0,1,1,0.35044247787610616,0
55,25,42,3,1.0,3,0,0,0,1,0,0.2857142857142857,0
40,16,42,4,2.2,2,126,0,0,0,0,0.6285714285714287,0
39,14,15,2,0.3,2,92,0,0,0,0,0.23999999999999996,0
43,18,41,1,0.3,3,0,0,0,1,0,0.08780487804878048,0
58,28,70,1,1.4,3,0,0,0,0,0,0.23999999999999996,0
39,14,31,2,1.4,2,94,0,0,1,1,0.5419354838709677,0
53,29,83,4,1.0,2,0,0,0,1,0,0.14457831325301204,0
63,37,140,2,6.9,1,97,0,0,0,1,0.5914285714285715,0
54,30,21,2,0.2,1,0,0,0,0,1,0.1142857142857143,0
50,24,38,3,0.6,2,0,0,0,1,0,0.1894736842105263,0
34,10,41,1,1.33,1,0,0,0,0,1,0.38926829268292684,0
52,26,31,4,1.8,1,0,0,0,1,1,0.6967741935483871,0
36,12,69,3,3.1,2,0,0,0,1,0,0.5391304347826087,1
32,8,104,2,3.7,1,0,0,0,0,1,0.42692307692307696,1
54,28,30,4,0.7,2,0,0,0,1,0,0.27999999999999997,0
35,9,22,3,0.1,2,0,0,1,1,1,0.05454545454545456,0
50,23,15,2,1.0,2,101,0,0,0,0,0.8,0
32,6,38,1,0.3,1,0,1,1,1,0,0.09473684210526315,0
53,27,89,1,0.8,3,146,0,0,1,1,0.10786516853932586,0
31,6,58,2,2.5,1,0,0,0,0,1,0.5172413793103449,0
32,6,111,2,1.5,3,0,0,0,0,0,0.16216216216216217,0
61,37,54,4,1.2,2,129,0,0,1,1,0.26666666666666666,0
45,19,38,2,0.7,1,0,0,0,0,0,0.22105263157894733,0
46,22,83,4,1.4,2,0,0,0,1,1,0.20240963855421684,0
32,5,41,2,1.0,2,112,1,0,1,0,0.2926829268292683,0
38,14,39,1,2.0,2,0,0,0,1,0,0.6153846153846154,0
46,22,153,2,7.5,1,0,0,0,0,0,0.5882352941176471,0
51,25,68,1,1.5,2,0,0,0,0,0,0.2647058823529412,0
55,29,131,2,0.7,2,0,0,0,0,1,0.06412213740458014,1
42,18,81,4,2.4,1,0,0,0,0,0,0.3555555555555555,0
46,22,19,3,0.5,1,0,0,0,1,0,0.3157894736842105,0
44,18,33,3,0.5,2,0,0,0,0,0,0.18181818181818182,0
54,29,62,4,0.7,1,0,0,0,0,1,0.13548387096774192,0
57,33,45,3,1.5,1,181,1,1,1,1,0.4,0
48,23,10,2,0.7,3,0,0,0,1,1,0.8399999999999999,0
42,17,114,2,0.4,1,0,0,0,0,0,0.04210526315789474,0
43,19,122,1,0.3,1,0,0,0,1,0,0.029508196721311473,0
29,3,54,4,1.8,3,0,0,0,0,0,0.4,0
53,28,30,4,0.2,2,0,0,0,1,0,0.08000000000000002,0
43,16,8,3,0.67,2,88,0,0,1,0,1.0050000000000001,0
38,13,91,1,2.8,1,0,0,0,1,1,0.3692307692307692,0
52,26,28,1,0.3,3,0,0,0,1,0,0.12857142857142856,0
29,3,39,4,0.2,1,137,0,0,1,1,0.06153846153846155,0
47,21,89,2,0.8,3,0,0,0,1,1,0.10786516853932586,0
31,5,21,3,1.0,1,0,0,0,1,0,0.5714285714285714,0
40,16,64,4,2.67,1,0,1,0,1,0,0.500625,0
33,8,54,3,2.3,1,0,0,0,0,1,0.5111111111111111,0
45,21,63,1,0.8,3,245,0,0,1,1,0.1523809523809524,0
60,34,60,1,2.5,3,103,0,0,0,0,0.5,0
34,10,45,1,1.33,1,0,0,0,0,0,0.3546666666666667,0
60,35,130,3,6.3,3,437,0,1,1,1,0.5815384615384614,1
35,11,41,3,2.0,1,0,0,0,1,0,0.5853658536585366,0
45,19,125,1,2.4,1,0,0,0,0,0,0.23039999999999997,0
60,34,83,2,1.4,1,75,1,0,1,0,0.20240963855421684,0
64,40,21,2,0.3,3,0,0,0,0,0,0.1714285714285714,0
59,35,14,4,0.7,1,0,0,0,1,0,0.5999999999999999,0
48,24,162,4,3.3,2,446,0,1,1,0,0.2444444444444444,1
54,28,161,1,2.9,1,0,0,0,1,0,0.21614906832298134,0
26,1,53,2,1.6,3,0,0,0,1,0,0.36226415094339626,0
52,28,178,3,5.4,3,147,0,0,1,0,0.3640449438202248,1
38,14,35,1,1.5,2,97,0,0,1,0,0.5142857142857142,0
28,4,33,3,1.0,2,0,0,0,0,1,0.36363636363636365,0
56,31,65,2,3.7,1,0,0,0,1,0,0.6830769230769231,0
39,13,61,2,2.4,2,90,0,0,1,0,0.47213114754098356,0
32,6,28,2,0.3,2,88,0,0,1,0,0.12857142857142856,0
54,24,25,4,0.4,3,115,0,0,0,0,0.19200000000000003,0
62,36,75,2,1.7,3,0,0,0,0,0,0.27199999999999996,0
31,7,38,1,0.2,3,0,0,0,1,0,0.06315789473684212,0
64,38,92,1,2.0,1,0,0,0,1,0,0.2608695652173913,0
57,32,33,2,2.0,2,0,0,0,1,0,0.7272727272727273,0
31,6,64,2,2.5,1,0,0,0,1,0,0.46875,0
47,22,203,2,8.8,1,0,0,0,1,0,0.5201970443349754,0
60,34,40,1,2.5,3,166,0,0,1,0,0.75,0
56,30,45,4,0.7,2,0,0,0,0,1,0.18666666666666665,0
63,38,54,3,2.2,1,0,0,0,1,0,0.48888888888888893,0
28,4,155,1,6.33,1,0,0,0,0,0,0.4900645161290323,0
54,28,83,1,2.4,1,0,0,0,1,0,0.34698795180722886,0
33,7,83,1,2.5,1,0,1,1,1,1,0.3614457831325301,0
57,32,124,1,0.2,2,0,0,0,1,0,0.019354838709677424,1
42,18,22,1,1.4,3,0,0,0,1,0,0.7636363636363636,0
54,29,28,4,0.2,2,101,0,0,1,0,0.08571428571428573,0
30,5,38,4,0.8,1,129,0,0,1,1,0.2526315789473685,0
61,36,51,3,1.5,1,0,0,0,0,1,0.35294117647058826,0
38,14,91,2,0.0,1,0,0,0,1,0,0.0,0
55,30,32,4,0.1,3,0,1,0,0,0,0.037500000000000006,0
48,22,78,3,1.1,1,0,0,0,1,0,0.16923076923076924,0
44,18,21,1,0.2,1,0,0,0,1,0,0.1142857142857143,0
30,5,171,2,1.9,2,0,0,0,0,0,0.1333333333333333,1
48,22,114,1,2.4,3,0,0,0,1,0,0.2526315789473684,1
35,10,23,4,1.1,3,0,0,0,0,1,0.5739130434782609,0
58,33,75,2,0.0,3,0,0,0,1,0,0.0,0
37,13,115,1,0.8,2,0,0,0,1,1,0.08347826086956522,0
51,27,71,1,2.6,2,0,0,0,0,1,0.4394366197183099,0
33,8,39,3,2.3,1,0,0,0,0,0,0.7076923076923076,0
34,9,40,4,2.0,2,0,0,0,1,1,0.6,0
40,16,98,2,1.8,2,98,0,0,1,0,0.22040816326530613,0
49,24,45,3,1.7,2,0,1,0,1,0,0.4533333333333333,0
35,11,148,1,5.8,3,0,0,0,1,0,0.47027027027027024,1
63,39,50,1,0.0,2,166,0,0,0,0,0.0,0
60,35,65,2,1.5,1,220,0,0,0,1,0.27692307692307694,0
52,26,78,3,3.0,2,0,0,0,0,0,0.46153846153846156,0
45,21,42,2,2.5,1,0,1,0,1,0,0.7142857142857143,0
36,12,18,4,1.0,1,0,0,0,1,1,0.6666666666666666,0
46,21,44,1,0.3,1,110,1,0,1,0,0.0818181818181818,0
48,23,78,4,3.6,3,0,0,0,1,0,0.5538461538461539,0
53,29,98,3,1.8,2,0,0,0,0,0,0.22040816326530613,0
37,12,63,4,2.1,3,0,0,0,1,0,0.4,0
40,15,149,2,3.9,1,319,0,0,1,1,0.3140939597315436,0
38,12,141,2,0.0,1,0,0,0,1,1,0.0,0
30,6,48,1,1.2,1,0,0,0,1,0,0.3,0
37,11,71,2,1.8,1,127,1,0,0,0,0.3042253521126761,0
28,3,71,1,3.3,2,149,1,1,1,0,0.5577464788732394,1
45,21,140,2,7.6,1,132,0,0,0,0,0.6514285714285714,0
46,20,55,1,1.5,2,0,1,0,0,0,0.32727272727272727,0
40,16,115,1,3.4,1,0,0,0,1,0,0.35478260869565215,0
39,15,139,1,3.4,1,353,0,0,1,0,0.2935251798561151,0
60,35,113,1,0.9,1,406,0,0,1,0,0.09557522123893807,0
49,23,23,1,1.4,3,0,0,0,0,0,0.7304347826086955,0
36,12,109,3,0.5,3,0,1,1,1,0,0.05504587155963303,1
47,23,75,1,2.6,2,0,0,0,0,1,0.41600000000000004,0
35,11,101,3,3.8,3,150,0,0,1,0,0.45148514851485144,1
53,23,45,4,2.0,3,132,1,0,0,0,0.5333333333333333,0
46,20,49,3,2.2,2,0,0,0,0,0,0.5387755102040817,0
34,9,138,2,7.8,1,227,0,0,1,0,0.6782608695652174,0
48,24,9,4,0.5,2,0,0,0,0,1,0.6666666666666666,0
42,17,82,1,3.7,3,0,0,0,1,0,0.5414634146341464,0
46,20,114,1,0.0,1,0,0,0,1,1,0.0,0
62,37,11,1,0.1,1,0,0,0,1,0,0.10909090909090911,0
63,39,101,2,3.9,3,294,0,0,1,0,0.46336633663366333,1
39,14,141,4,6.3,1,0,1,1,1,1,0.5361702127659574,1
60,36,195,1,4.7,1,0,0,0,1,0,0.28923076923076924,0
58,32,49,1,1.4,1,99,0,0,1,1,0.3428571428571428,0
29,4,120,1,4.1,2,0,1,1,0,1,0.41,1
33,8,115,4,2.9,2,0,0,0,1,0,0.3026086956521739,1
52,26,44,2,0.8,3,148,0,0,0,1,0.21818181818181823,0
38,13,119,1,3.3,2,0,0,1,1,1,0.3327731092436974,1
55,31,69,1,2.7,2,0,1,0,0,1,0.4695652173913044,0
33,8,58,4,1.3,1,0,1,0,0,0,0.26896551724137935,0
59,33,53,3,2.5,1,0,0,0,1,0,0.5660377358490566,0
52,28,39,3,1.9,2,83,0,1,1,1,0.5846153846153845,0
49,24,43,4,1.9,3,0,0,0,1,0,0.5302325581395348,0
37,11,123,1,2.3,2,0,1,1,1,0,0.224390243902439,1
32,6,79,2,1.5,3,0,0,0,1,1,0.22784810126582278,0
34,9,134,1,4.6,1,164,1,0,1,0,0.41194029850746267,0
33,9,42,1,2.1,3,0,0,0,1,0,0.6000000000000001,0
47,22,40,3,2.7,2,0,0,0,1,0,0.8100000000000002,0
47,22,93,1,0.2,2,309,0,0,1,0,0.02580645161290323,0
59,34,38,4,1.7,1,0,0,0,0,1,0.5368421052631579,0
45,20,55,1,0.3,1,0,0,0,1,1,0.06545454545454545,0
41,15,158,1,4.7,2,0,1,1,0,1,0.3569620253164557,1
35,9,84,4,2.2,2,322,0,0,0,0,0.31428571428571433,0
52,28,52,4,0.1,3,121,0,0,0,0,0.02307692307692308,0
38,8,21,1,0.67,3,0,0,0,1,0,0.3828571428571429,0
58,32,110,3,1.7,2,0,0,0,0,0,0.18545454545454546,0
54,24,29,3,1.0,3,148,0,0,0,1,0.41379310344827586,0
60,35,51,2,2.8,1,0,0,0,1,0,0.6588235294117646,0
60,36,129,2,6.0,1,0,0,0,1,0,0.5581395348837209,0
51,26,70,1,1.2,1,169,0,0,0,0,0.20571428571428568,0
51,27,53,1,1.8,3,0,0,0,0,1,0.4075471698113208,0
37,13,59,1,3.6,2,0,0,0,0,0,0.7322033898305085,0
31,7,31,4,0.4,2,79,0,0,0,0,0.1548387096774194,0
51,27,24,3,0.4,1,0,0,0,1,1,0.20000000000000004,0
57,32,21,4,0.9,2,113,1,0,0,0,0.5142857142857143,0
36,10,93,1,2.8,3,0,0,0,1,0,0.3612903225806451,0
38,14,80,2,2.7,1,0,0,0,1,0,0.4050000000000001,0
28,3,123,1,0.8,1,146,0,0,0,0,0.07804878048780489,0
32,7,64,2,0.1,1,0,0,0,1,1,0.018750000000000003,0
34,9,191,1,4.8,3,0,0,1,1,1,0.30157068062827225,1
55,31,130,4,6.5,1,0,0,0,0,1,0.6,1
56,31,82,4,1.3,3,0,0,0,1,0,0.19024390243902442,0
44,20,88,1,4.7,1,0,0,0,0,0,0.640909090909091,0
58,32,63,1,1.6,1,0,1,0,1,0,0.3047619047619048,0
52,26,63,2,1.5,2,0,1,0,1,0,0.2857142857142857,0
33,9,53,1,2.1,3,0,0,0,0,0,0.4754716981132076,0
48,22,42,1,1.2,2,0,0,0,0,0,0.3428571428571428,0
63,38,148,2,4.3,3,0,0,0,1,0,0.3486486486486486,1
63,33,52,4,1.67,3,0,0,0,0,0,0.3853846153846154,0
54,28,52,4,2.5,1,0,0,0,1,0,0.5769230769230769,0
57,33,91,1,4.3,1,81,1,0,0,0,0.567032967032967,0
60,36,30,4,1.3,1,118,0,0,1,1,0.52,0
55,29,78,4,2.6,3,0,0,0,0,1,0.4,0
25,1,72,3,0.8,1,0,0,0,1,0,0.13333333333333336,0
64,38,39,1,0.5,3,0,1,1,1,1,0.15384615384615385,0
56,26,74,1,3.0,3,0,0,0,0,0,0.4864864864864865,0
56,31,25,3,0.1,2,0,0,0,0,0,0.04800000000000001,0
52,28,163,2,0.4,1,116,0,0,1,0,0.0294478527607362,0
28,4,191,1,6.33,1,0,0,0,1,0,0.3976963350785341,0
50,26,42,1,1.6,2,0,0,0,1,0,0.4571428571428572,0
64,39,122,4,0.2,1,378,0,0,1,0,0.019672131147540985,1
46,22,80,4,2.0,3,0,0,0,1,0,0.3,0
41,16,113,1,1.0,3,211,0,0,0,1,0.10619469026548672,0
49,23,79,3,0.7,2,151,0,0,1,0,0.10632911392405062,0
33,7,49,4,2.2,2,0,0,0,1,0,0.5387755102040817,0
50,25,81,1,1.2,1,0,0,0,0,0,0.17777777777777776,0
25,1,150,1,6.33,1,0,0,0,0,0,0.5064000000000001,0
37,11,60,3,0.5,3,0,0,0,1,0,0.1,0
57,32,43,2,2.1,3,166,0,0,1,0,0.586046511627907,0
